ID,Counts,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
ID-202,4,M,Y,Y,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11613,-4031,0,1,0,Laborers,2,-41,2
ID-203,1,M,N,N,0,382500,Working,Secondary / secondary special,Married,Municipal apartment,-17254,-1207,1,1,0,Managers,2,-46,1
ID-204,7,F,N,Y,0,171000,Working,Secondary / secondary special,Single / not married,Rented apartment,-16938,-673,0,0,0,Laborers,1,-28,2
ID-205,2,M,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,-11365,-2745,1,1,0,Core staff,2,-48,1
ID-206,14,F,Y,N,0,144000,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,0,0,0,HR staff,1,-6,2
ID-207,1,F,N,N,2,112500,State servant,Higher education,Married,House / apartment,-11604,-2721,0,0,1,Core staff,4,-3,0
ID-208,5,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-21383,0,0,1,0,Retirement,2,-18,2
ID-79,12,F,Y,Y,1,225000,Working,Higher education,Separated,House / apartment,-14816,-1672,0,0,0,Core staff,2,0,1
ID-209,8,F,N,Y,0,315000,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,0,Accountants,1,-52,2
ID-210,8,M,Y,Y,1,427500,Working,Higher education,Married,House / apartment,-15085,-354,0,0,0,Managers,3,-3,1
ID-211,2,F,N,N,0,78750,Working,Secondary / secondary special,Married,With parents,-12104,-2045,1,0,0,Security staff,2,-13,2
ID-212,2,F,N,N,0,67500,Pensioner,Higher education,Widow,House / apartment,-24081,0,0,0,0,Retirement,1,-30,0
ID-213,4,F,N,Y,0,121500,Working,Secondary / secondary special,Married,House / apartment,-22046,-2011,0,0,0,Laborers,2,-13,2
ID-214,6,F,N,N,0,144000,Working,Secondary / secondary special,Single / not married,House / apartment,-16898,-7310,1,1,0,Core staff,1,-42,2
ID-215,3,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22283,0,0,0,0,Retirement,2,-45,1
ID-216,3,F,N,N,0,94500,Pensioner,Secondary / secondary special,Married,House / apartment,-21513,0,0,1,0,Retirement,2,-41,0
ID-217,10,F,Y,N,0,562500,Working,Higher education,Married,House / apartment,-14654,-2836,1,0,0,Managers,2,-12,0
ID-218,1,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21992,0,0,0,0,Retirement,1,-32,1
ID-219,1,F,N,N,1,72000,Commercial associate,Higher education,Married,House / apartment,-14173,-1925,0,0,1,Accountants,3,-43,2
ID-220,3,M,N,Y,0,144000,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,0,0,0,Security staff,2,-11,2
ID-221,2,F,Y,N,0,202500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,0,1,0,Accountants,2,-17,2
ID-222,5,F,N,N,0,270000,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,0,Managers,2,-28,2
ID-223,7,M,Y,N,1,180000,Working,Secondary / secondary special,Married,House / apartment,-11498,-4491,0,0,0,Working_etc,3,-12,1
ID-224,8,F,Y,Y,2,315000,Commercial associate,Higher education,Married,With parents,-12621,-1327,0,0,0,Managers,4,-50,2
ID-225,6,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,0,0,0,Working_etc,2,-49,1
ID-226,7,M,N,Y,0,292500,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,0,1,0,Sales staff,1,-7,0
ID-227,2,F,N,Y,0,90000,Pensioner,Higher education,Married,House / apartment,-21340,0,0,0,0,Retirement,2,-51,2
ID-228,2,F,N,N,0,103500,Working,Secondary / secondary special,Married,House / apartment,-17767,-11062,1,0,0,Medicine staff,2,-37,2
ID-229,1,F,Y,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22989,0,0,1,0,Retirement,2,-19,2
ID-230,5,F,Y,Y,0,225000,Working,Higher education,Civil marriage,House / apartment,-11067,-492,0,0,0,Sales staff,2,-17,0
ID-231,2,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,0,0,0,Working_etc,2,-27,1
ID-232,4,M,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,0,1,1,Drivers,2,-59,1
ID-233,6,M,N,Y,0,247500,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,0,0,0,Core staff,2,-11,1
ID-234,2,M,Y,N,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455,-1321,0,0,0,Drivers,2,-20,1
ID-235,2,F,N,N,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-14216,-6649,1,1,0,State_servant_etc,2,-27,2
ID-236,3,M,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,0,0,Laborers,2,-29,2
ID-237,4,F,Y,Y,1,270000,Working,Higher education,Separated,House / apartment,-14052,-140,0,1,1,Sales staff,2,-37,2
ID-238,3,M,Y,N,0,382500,State servant,Higher education,Married,Office apartment,-11960,-4174,0,0,0,State_servant_etc,2,-3,1
ID-239,1,M,N,N,2,202500,Working,Secondary / secondary special,Married,House / apartment,-12703,-3141,0,1,0,Laborers,4,-18,1
ID-240,3,F,N,N,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1353,1,0,0,Accountants,4,-6,2
ID-241,4,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15903,-762,0,0,0,Sales staff,1,-13,2
ID-242,5,M,N,N,1,99000,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-5239,0,0,0,Laborers,2,-1,1
ID-243,6,F,Y,Y,1,157500,State servant,Secondary / secondary special,Married,House / apartment,-13811,-3380,0,0,0,Laborers,3,-23,0
ID-244,2,F,Y,Y,0,202500,Working,Higher education,Married,House / apartment,-20182,-7514,0,0,0,Accountants,2,-43,1
ID-245,2,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,0,0,1,Cleaning staff,2,-28,2
ID-246,9,M,Y,Y,2,157500,Commercial associate,Higher education,Married,With parents,-14192,-626,0,0,0,Drivers,4,-47,2
ID-247,2,M,N,N,0,180000,Working,Higher education,Married,House / apartment,-14972,-1063,0,0,0,Core staff,2,-43,1
ID-248,2,M,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12627,-2267,0,0,0,High skill tech staff,3,-11,1
ID-249,3,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20565,0,0,1,0,Retirement,2,-14,2
ID-250,3,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,0,0,0,Laborers,3,-6,1
ID-251,3,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-19777,-6835,1,1,0,Core staff,1,-22,2
ID-252,12,F,Y,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,0,0,0,Core staff,2,-32,2
ID-253,5,F,N,Y,1,180000,State servant,Higher education,Married,House / apartment,-10969,-3485,0,0,1,High skill tech staff,3,-5,1
ID-254,5,F,N,Y,2,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13576,-3560,0,0,0,Sales staff,3,-25,2
ID-255,6,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,0,0,0,0,Retirement,1,-17,1
ID-256,12,F,N,Y,0,315000,Working,Secondary / secondary special,Separated,House / apartment,-15256,-3291,0,0,0,Laborers,1,-18,0
ID-257,4,F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,0,0,0,Laborers,3,-46,2
ID-258,8,F,N,Y,1,180000,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,0,0,0,Sales staff,3,-41,1
ID-259,5,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-13361,-6586,1,0,0,Core staff,4,-18,2
ID-260,5,M,N,N,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,0,0,0,Commercial_associate_etc,2,-46,2
ID-261,2,F,N,N,1,180000,Working,Incomplete higher,Married,With parents,-9911,-2665,0,0,0,Working_etc,3,-38,2
ID-262,3,F,N,N,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,0,0,0,0,Retirement,2,-33,2
ID-263,4,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323,-1346,0,0,0,Commercial_associate_etc,2,-10,0
ID-264,2,F,N,Y,0,238500,Working,Higher education,Married,House / apartment,-20517,-2971,1,1,0,Sales staff,2,-12,2
ID-265,2,F,Y,Y,0,202500,Pensioner,Higher education,Widow,House / apartment,-21269,0,0,0,1,Retirement,1,-39,2
ID-266,9,F,N,Y,0,630000,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,0,Accountants,1,-41,2
ID-267,1,F,N,Y,0,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13362,-1963,0,0,0,Sales staff,1,-25,2
ID-268,6,M,Y,N,2,135000,Working,Higher education,Married,House / apartment,-12725,-1631,0,0,0,Core staff,4,-42,0
ID-269,13,F,Y,N,0,112500,Working,Higher education,Married,With parents,-10475,-1792,1,1,0,Core staff,2,-11,2
ID-270,1,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,-22844,0,0,0,0,Retirement,2,-13,2
ID-271,5,M,Y,N,2,135000,Working,Secondary / secondary special,Married,With parents,-16625,-561,0,0,0,Working_etc,4,-23,2
ID-272,6,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,-13916,-169,0,0,0,Managers,2,-60,2
ID-273,4,M,Y,N,1,337500,State servant,Higher education,Married,House / apartment,-12794,-3574,0,0,0,State_servant_etc,3,-2,1
ID-274,3,F,N,N,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,-21516,0,0,0,0,Retirement,1,-8,2
ID-275,2,M,N,Y,1,90000,Commercial associate,Secondary / secondary special,Married,With parents,-8316,-149,0,0,0,Laborers,3,-20,0
ID-276,1,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,-14083,-7049,1,0,0,Core staff,2,0,1
ID-277,5,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,0,0,0,0,Retirement,2,-35,1
ID-278,1,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-22408,-2685,0,1,0,Cooking staff,2,-44,1
ID-279,5,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,0,0,1,0,Retirement,2,-9,2
ID-280,2,M,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20644,0,0,0,0,Retirement,1,-5,2
ID-281,7,M,Y,Y,0,252000,Commercial associate,Higher education,Married,House / apartment,-13796,-2682,0,0,0,Drivers,2,-33,2
ID-282,9,M,Y,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,0,0,1,0,Retirement,2,-22,2
ID-283,2,F,N,Y,0,112500,Working,Secondary / secondary special,Widow,House / apartment,-16917,-4081,1,0,0,Laborers,1,-3,0
ID-284,20,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,0,Working_etc,3,-35,2
ID-285,2,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18061,-869,0,0,0,Commercial_associate_etc,2,-16,2
ID-286,3,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,-12922,-923,0,0,0,Core staff,1,-53,2
ID-287,3,M,N,N,3,90000,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,0,0,1,State_servant_etc,5,-5,2
ID-288,6,F,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12541,-4549,1,1,0,Laborers,4,-16,2
ID-289,9,F,N,N,0,157500,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,0,Core staff,2,-23,2
ID-290,3,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,0,1,0,Commercial_associate_etc,2,-31,0
ID-291,4,F,Y,Y,0,301500,Pensioner,Higher education,Married,House / apartment,-21044,0,0,1,0,Retirement,2,-7,2
ID-292,7,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,-10328,-1156,0,0,0,Laborers,2,-20,1
ID-293,3,F,N,N,0,135000,State servant,Higher education,Separated,With parents,-19514,-1991,1,0,0,IT staff,1,-42,2
ID-294,6,M,Y,N,0,247500,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,0,Managers,1,-9,2
ID-295,7,F,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184,-840,1,1,0,Sales staff,2,-25,2
ID-296,4,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,-8440,-1206,0,0,0,Sales staff,2,-3,1
ID-297,2,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11768,-2086,0,0,1,Laborers,2,-54,2
ID-298,4,M,Y,N,2,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,0,1,0,Laborers,4,-48,2
ID-299,3,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14070,-1565,1,1,0,Laborers,2,-17,1
ID-300,1,F,Y,Y,0,256500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18554,-703,0,0,0,Core staff,1,-21,1
ID-301,1,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-13052,-1009,0,0,0,High skill tech staff,2,-23,2
ID-302,4,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-18666,0,0,1,0,Retirement,2,-5,0
ID-303,1,F,N,N,2,382500,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,0,0,0,Security staff,4,-33,0
ID-304,10,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,0,0,0,Working_etc,2,-33,1
ID-305,1,M,Y,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,0,Managers,4,-25,2
ID-306,6,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,0,0,0,Sales staff,2,-9,1
ID-307,5,F,N,N,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,0,Laborers,2,-55,2
ID-308,3,F,Y,Y,0,315000,Commercial associate,Higher education,Married,House / apartment,-12883,-3627,0,0,0,Managers,2,-39,2
ID-309,6,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,0,Drivers,1,-19,1
ID-310,6,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,-17641,-889,0,0,0,Core staff,2,-20,2
ID-311,2,F,N,Y,0,135000,State servant,Higher education,Married,House / apartment,-18964,-8671,0,1,0,Core staff,2,-20,1
ID-312,11,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,0,1,0,Working_etc,2,-3,1
ID-313,7,F,N,N,0,166500,Working,Higher education,Married,House / apartment,-21466,-3992,0,0,0,Core staff,2,-14,2
ID-314,4,F,Y,Y,0,463500,Working,Higher education,Married,House / apartment,-20848,-4090,1,1,0,Managers,2,-34,0
ID-315,2,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236,0,0,0,0,Retirement,2,-14,2
ID-316,4,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,0,1,0,Drivers,1,-7,1
ID-136,4,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,0,0,0,Accountants,3,-21,2
ID-317,6,F,Y,N,2,135000,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,0,Sales staff,4,-41,1
ID-318,3,M,Y,N,4,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,0,0,0,Security staff,6,-30,2
ID-319,4,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,0,0,0,Drivers,3,-15,2
ID-320,3,M,Y,Y,1,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16510,-731,0,0,0,Commercial_associate_etc,3,-22,2
ID-321,4,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-18820,-3185,0,1,0,Low-skill Laborers,2,-7,1
ID-322,7,M,Y,Y,0,225000,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,0,Working_etc,1,-21,2
ID-323,4,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,0,0,0,Sales staff,1,-1,0
ID-324,4,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,0,Sales staff,2,-45,2
ID-34,6,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,0,1,0,Laborers,3,-22,2
ID-325,14,F,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,0,0,0,State_servant_etc,1,-14,2
ID-99,10,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,0,1,1,Medicine staff,1,-18,2
ID-326,6,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,-15602,-611,0,0,0,Working_etc,2,-37,2
ID-327,4,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17701,-10773,0,0,0,Medicine staff,2,-16,1
ID-272,6,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,-13916,-169,0,0,0,Managers,2,0,1
ID-328,5,F,N,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,-16517,-991,0,0,0,Core staff,2,-60,2
ID-329,6,F,N,Y,0,99000,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,0,Laborers,2,-39,2
ID-330,1,F,Y,Y,0,432000,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,0,1,1,Managers,2,-31,0
ID-331,4,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19161,-3347,1,1,0,Security staff,2,-11,0
ID-332,8,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,0,0,0,0,Retirement,2,-28,2
ID-333,1,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,0,1,0,Laborers,4,-37,2
ID-334,1,F,Y,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,-17134,-1986,0,0,0,Sales staff,2,-20,2
ID-335,12,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,0,Core staff,4,-26,2
ID-336,7,F,Y,Y,4,112500,Working,Higher education,Married,House / apartment,-13671,-1974,0,0,0,Core staff,6,-12,0
ID-337,1,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-21567,0,0,0,0,Retirement,2,-36,2
ID-338,3,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,-21030,-2299,0,0,0,Working_etc,2,-33,2
ID-339,5,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-17732,0,0,0,0,Retirement,2,-2,1
ID-340,4,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,0,0,Working_etc,1,-40,2
ID-341,4,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-14461,-1589,0,1,0,Laborers,3,-6,1
ID-342,1,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,-9145,-1509,0,0,0,Laborers,2,-34,2
ID-343,1,M,N,N,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19597,-765,0,1,0,Drivers,2,-11,2
ID-344,5,F,N,Y,0,787500,State servant,Higher education,Married,House / apartment,-17203,-1431,0,0,1,Managers,2,-1,1
ID-345,9,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,-18114,-10121,0,0,0,High skill tech staff,2,-34,2
ID-346,3,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17926,-399,0,0,0,Cooking staff,2,-16,2
